Date,Anomaly_Error
2023-01-27 00:00:00+00:00,0.11953717411154569
2023-04-28 00:00:00+00:00,0.10271452783062907
2023-05-31 00:00:00+00:00,0.19113213012714197
2023-06-20 00:00:00+00:00,0.11826026365898626
2023-07-25 00:00:00+00:00,0.17954713295001795
2023-08-28 00:00:00+00:00,0.10508059413126199
2022-11-30 00:00:00+00:00,0.15549655273409174
2023-02-25 00:00:00+00:00,0.3723215865026607
2024-03-29 00:00:00+00:00,0.7925469279289246
2024-04-24 00:00:00+00:00,0.14969852426264546
2024-05-29 00:00:00+00:00,0.19941844946086998
2024-06-29 00:00:00+00:00,0.1949003319693084
2024-07-27 00:00:00+00:00,0.1471149754406202
2024-09-27 00:00:00+00:00,0.1072547205603949
2022-01-31 00:00:00+00:00,0.4315940314531327
2022-02-28 00:00:00+00:00,0.10050390184515776
2022-10-31 00:00:00+00:00,0.18829342883412203
2022-11-30 00:00:00+00:00,0.2220730185508728
2022-12-30 00:00:00+00:00,0.12724397486389274
2023-03-24 00:00:00+00:00,0.7862731159323514
2023-04-28 00:00:00+00:00,0.15316911794171476
2023-06-20 00:00:00+00:00,0.22441763777544005
2023-09-22 00:00:00+00:00,0.11786043053806418
2023-02-25 00:00:00+00:00,0.11707505155908002
2024-03-29 00:00:00+00:00,0.34597835555525114
2024-04-24 00:00:00+00:00,0.15691466555737035
2024-06-29 00:00:00+00:00,0.1087156602061621
2024-07-27 00:00:00+00:00,0.24984254553766538
2024-08-29 00:00:00+00:00,0.1973024308681488
2022-01-31 00:00:00+00:00,0.11059223695556715
2022-02-28 00:00:00+00:00,0.10693676278142646
2022-03-28 00:00:00+00:00,0.14201519472764274
2022-04-28 00:00:00+00:00,0.7664438725107968
2022-07-30 00:00:00+00:00,0.2578970563883829
2022-09-30 00:00:00+00:00,0.1569994149939849
2023-05-31 00:00:00+00:00,0.11247952610696899
2023-10-28 00:00:00+00:00,0.15709790144816482
2022-11-30 00:00:00+00:00,0.10905134833685243
2023-12-29 00:00:00+00:00,0.12769012610511024
2024-01-27 00:00:00+00:00,0.4599687422620188
2023-02-25 00:00:00+00:00,0.41317415030876015
2024-03-29 00:00:00+00:00,0.13032003425725616
2024-06-29 00:00:00+00:00,0.4358170411374309
2024-07-27 00:00:00+00:00,0.15523532032966614
2024-08-29 00:00:00+00:00,0.1531880416049816
2022-02-28 00:00:00+00:00,0.3978697440411785
2022-03-28 00:00:00+00:00,0.18336769938468933
2022-08-31 00:00:00+00:00,0.5748356707615428
2022-09-30 00:00:00+00:00,0.15210889206074255
2022-11-30 00:00:00+00:00,0.5969985254330211
2024-01-27 00:00:00+00:00,0.45392133089575437
2024-04-24 00:00:00+00:00,0.15119969732690566
2024-05-29 00:00:00+00:00,0.16567456722259521
2024-07-27 00:00:00+00:00,0.42031942143593687
2022-02-28 00:00:00+00:00,0.13917604088783264
2022-07-30 00:00:00+00:00,0.2781734147195769
2022-08-31 00:00:00+00:00,0.12338265991446995
2022-11-30 00:00:00+00:00,0.1459504731073238
2023-02-25 00:00:00+00:00,0.10974600852125943
2023-03-24 00:00:00+00:00,0.4098739534764007
2023-06-20 00:00:00+00:00,0.1081946935541559
2023-08-28 00:00:00+00:00,0.1156574934720993
2023-09-22 00:00:00+00:00,0.27148174281167514
2024-01-27 00:00:00+00:00,0.3533532008676246
2023-02-25 00:00:00+00:00,0.28664616803426557
2024-07-27 00:00:00+00:00,0.261633987113981
2022-02-28 00:00:00+00:00,0.10670133687482022
2023-05-31 00:00:00+00:00,0.8285130526936881
2023-07-25 00:00:00+00:00,0.2848526319315528
2023-09-22 00:00:00+00:00,0.16895608530186193
2022-11-30 00:00:00+00:00,0.8361630089647405
2022-03-28 00:00:00+00:00,0.10790654151008862
2022-06-30 00:00:00+00:00,0.1759809035645558
2022-12-30 00:00:00+00:00,0.10806632921689809
2024-07-27 00:00:00+00:00,0.11275153144308837
2023-10-28 00:00:00+00:00,0.1117241727472237
2022-12-30 00:00:00+00:00,0.11350669558611838
2024-07-27 00:00:00+00:00,0.11376216295627085
2024-07-27 00:00:00+00:00,0.4822357691971973
2022-11-30 00:00:00+00:00,0.4686366882322744
2023-08-28 00:00:00+00:00,0.10539234167721012
2022-10-31 00:00:00+00:00,0.24650039291322823
2023-09-22 00:00:00+00:00,0.11459071913273028
2024-03-29 00:00:00+00:00,0.6624445297045284
2024-06-29 00:00:00+00:00,0.6170737964091915
2022-01-31 00:00:00+00:00,0.12796176726865297
2022-06-30 00:00:00+00:00,0.10277895570391476
2022-07-30 00:00:00+00:00,0.11645617455539137
2022-08-31 00:00:00+00:00,0.10931514218302056
2022-09-30 00:00:00+00:00,0.11254432157714768
2022-11-30 00:00:00+00:00,0.15050818989772607
2023-01-24 00:00:00+00:00,0.11766861736184299
2023-03-24 00:00:00+00:00,0.5948188525615352
2023-08-28 00:00:00+00:00,0.11592873509567563
2023-09-22 00:00:00+00:00,0.13860788835157262
2024-03-29 00:00:00+00:00,0.10942401365478441
2022-02-28 00:00:00+00:00,0.15260741428130925
2023-03-24 00:00:00+00:00,0.16761860481288174
2023-06-20 00:00:00+00:00,0.6670111470145755
2023-12-29 00:00:00+00:00,0.1289143044464659
2024-04-24 00:00:00+00:00,0.10187730625124261
2024-05-29 00:00:00+00:00,0.8282098740634353
2024-08-29 00:00:00+00:00,0.1267117426389515
2024-09-27 00:00:00+00:00,0.14535271545447925
2022-04-28 00:00:00+00:00,0.12961915882580943
2022-11-30 00:00:00+00:00,0.12868565320968628
2023-01-24 00:00:00+00:00,0.22469835945875338
2023-02-25 00:00:00+00:00,0.19585000796483298
2023-05-31 00:00:00+00:00,0.13604377358856767
2023-06-20 00:00:00+00:00,0.8148107499179275
2023-07-25 00:00:00+00:00,0.11284509733171746
2023-10-28 00:00:00+00:00,0.15591728392213877
2024-04-24 00:00:00+00:00,0.1190134859085083
2024-05-29 00:00:00+00:00,0.13579150267166668
2024-09-27 00:00:00+00:00,0.15649628211956212
2022-02-28 00:00:00+00:00,0.17210127428026484
2022-03-28 00:00:00+00:00,0.6993361386922327
2022-05-31 00:00:00+00:00,0.10006157447796057
2022-10-31 00:00:00+00:00,0.14661760480097025
2023-01-24 00:00:00+00:00,0.1690063317223351
2023-05-31 00:00:00+00:00,0.20517998134735788
2023-06-20 00:00:00+00:00,0.10703430037097175
2023-08-28 00:00:00+00:00,0.17718669182003136
2023-09-22 00:00:00+00:00,0.11952879011040866
2022-11-30 00:00:00+00:00,0.1937850666282201
2023-12-29 00:00:00+00:00,0.19638267056186604
2023-02-25 00:00:00+00:00,0.2859494031065762
2024-03-29 00:00:00+00:00,0.11826778963060662
2024-04-24 00:00:00+00:00,0.12393783490256507
2024-05-29 00:00:00+00:00,0.12668638407593907
2024-07-27 00:00:00+00:00,0.2717587759117089
2024-08-29 00:00:00+00:00,0.15935289269626732
2022-01-31 00:00:00+00:00,0.6835458550122705
2022-05-31 00:00:00+00:00,0.13879719063787177
2022-06-30 00:00:00+00:00,0.12533541481093605
2022-07-30 00:00:00+00:00,0.28850022897861977
2022-08-31 00:00:00+00:00,0.1880635696590537
2022-10-31 00:00:00+00:00,0.12376456864399488
2023-04-28 00:00:00+00:00,0.14440828596011246
2023-05-31 00:00:00+00:00,0.15959441269978442
2023-07-25 00:00:00+00:00,0.10800866001903422
2023-08-28 00:00:00+00:00,0.14032913156075055
2023-12-29 00:00:00+00:00,0.22862696678331584
2024-03-29 00:00:00+00:00,0.14606000940398414
2024-04-24 00:00:00+00:00,0.11212167791800923
2024-05-29 00:00:00+00:00,0.26190984109840776
2024-06-29 00:00:00+00:00,0.1303823426100287
2024-08-29 00:00:00+00:00,0.10683258415448783
2022-03-28 00:00:00+00:00,0.26679756572931124
2022-04-28 00:00:00+00:00,0.5466772595254502
2022-05-31 00:00:00+00:00,0.134736871111511
2022-07-30 00:00:00+00:00,0.13216210827969088
2022-08-31 00:00:00+00:00,0.3350134342377729
2022-10-31 00:00:00+00:00,0.49375262649932716
2023-01-24 00:00:00+00:00,0.4794893689674907
2023-02-25 00:00:00+00:00,0.2752549237071878
2023-07-25 00:00:00+00:00,0.16253779740026686
2023-08-28 00:00:00+00:00,0.26181635074096155
2023-02-25 00:00:00+00:00,0.2722254031011374
2024-06-29 00:00:00+00:00,0.18030261601551928
2024-07-27 00:00:00+00:00,0.32286787597259675
2022-05-31 00:00:00+00:00,0.11990574850304292
2022-08-31 00:00:00+00:00,0.11025532986858105
2022-10-31 00:00:00+00:00,0.3847037260367139
2023-01-24 00:00:00+00:00,0.13030170804203148
2023-02-25 00:00:00+00:00,0.11509386309892825
2023-03-24 00:00:00+00:00,0.15251601516610325
2023-04-28 00:00:00+00:00,0.14760279065311546
2023-05-31 00:00:00+00:00,0.5652536578697734
2023-06-20 00:00:00+00:00,0.11782586574554443
2023-07-25 00:00:00+00:00,0.133631541422098
2022-11-30 00:00:00+00:00,0.11643456684185727
2023-02-25 00:00:00+00:00,0.2748913448281808
2024-03-29 00:00:00+00:00,0.10425116431595075
2024-06-29 00:00:00+00:00,0.3869536131767944
2024-07-27 00:00:00+00:00,0.3642925605325416
2024-08-29 00:00:00+00:00,0.16081592709711284
2024-09-27 00:00:00+00:00,0.11210164406512042
2022-01-31 00:00:00+00:00,0.14971135571451472
2022-05-31 00:00:00+00:00,0.23417643542336947
2022-08-31 00:00:00+00:00,0.20542211439644936
2023-02-25 00:00:00+00:00,0.14349235139270822
2023-08-28 00:00:00+00:00,0.15695923493050115
2023-10-28 00:00:00+00:00,0.11366211153788142
2024-01-27 00:00:00+00:00,0.11219285195416745
2023-02-25 00:00:00+00:00,0.1262972033554965
2024-08-27 00:00:00+00:00,0.11091307723581201
2022-04-28 00:00:00+00:00,0.18843360535284082
2022-06-30 00:00:00+00:00,0.13398246545602782
2022-08-31 00:00:00+00:00,0.1911641468447034
2023-07-25 00:00:00+00:00,0.13343538284891904
2024-03-29 00:00:00+00:00,0.24571365774563048
2024-04-24 00:00:00+00:00,0.34897684823610997
2024-07-27 00:00:00+00:00,0.21877005297358676
2022-01-31 00:00:00+00:00,0.2631269365076972
2022-03-28 00:00:00+00:00,0.1270024784307669
2022-09-30 00:00:00+00:00,0.12567762274848354
2023-01-24 00:00:00+00:00,0.2303245207755873
2023-04-28 00:00:00+00:00,0.18658533784127473
2023-07-25 00:00:00+00:00,0.25710955219767473
2024-03-29 00:00:00+00:00,0.16216953950426957
2024-07-27 00:00:00+00:00,0.2023111678394351
2022-05-31 00:00:00+00:00,0.14909239033661267
2022-07-30 00:00:00+00:00,0.11577220908338481
2022-10-31 00:00:00+00:00,0.15282327229728795
2023-03-24 00:00:00+00:00,0.13526113507476184
2023-05-31 00:00:00+00:00,0.9392004207071692
2023-08-28 00:00:00+00:00,0.14477179125689046
2022-11-30 00:00:00+00:00,0.12037297945801574
2024-03-29 00:00:00+00:00,0.8119451970157058
2024-07-27 00:00:00+00:00,0.12803862988948822
2024-08-29 00:00:00+00:00,0.13338987544031428
2022-04-28 00:00:00+00:00,0.3403820028281448
2022-10-31 00:00:00+00:00,0.21919047714460016
2023-01-24 00:00:00+00:00,0.1493425108123534
2023-03-24 00:00:00+00:00,0.118831580653049
2023-04-28 00:00:00+00:00,0.1923743295905614
2023-10-28 00:00:00+00:00,0.1576033595764991
2022-11-30 00:00:00+00:00,0.7269768089351089
2024-01-27 00:00:00+00:00,0.1282248054990674
2024-05-29 00:00:00+00:00,0.1540164323490445
2024-06-29 00:00:00+00:00,0.7180098861750991
2024-09-27 00:00:00+00:00,0.14185752033007032
2022-02-28 00:00:00+00:00,0.17533969374871494
2022-03-28 00:00:00+00:00,0.18878958704447985
2022-07-30 00:00:00+00:00,0.15905974534478518
2022-08-31 00:00:00+00:00,0.1932841563460851
2022-09-30 00:00:00+00:00,0.24470999003636956
2022-12-30 00:00:00+00:00,0.11756922761992653
2023-01-24 00:00:00+00:00,0.102237203746739
2023-03-24 00:00:00+00:00,0.15432732770938684
2023-04-28 00:00:00+00:00,0.14401877145956057
2023-06-20 00:00:00+00:00,0.12570061689556236
2022-11-30 00:00:00+00:00,0.1273858371111426
2023-12-29 00:00:00+00:00,0.14241894750311823
2024-01-27 00:00:00+00:00,0.14495617942054673
2024-03-29 00:00:00+00:00,0.28610622101491046
2024-04-24 00:00:00+00:00,0.17569547337765745
2024-08-29 00:00:00+00:00,0.10070671810667114
2024-09-27 00:00:00+00:00,0.1766722307877966
2022-01-31 00:00:00+00:00,0.24191543885976963
2022-03-28 00:00:00+00:00,0.1906031225046309
2022-04-28 00:00:00+00:00,0.1400299340781599
2022-05-31 00:00:00+00:00,0.16841820073599867
2022-06-30 00:00:00+00:00,0.1215343594846159
2022-11-30 00:00:00+00:00,0.14801245493463955
2023-02-25 00:00:00+00:00,0.3022182715440741
2023-04-28 00:00:00+00:00,0.10268558945396158
2023-06-20 00:00:00+00:00,0.27233305697393895
2023-07-25 00:00:00+00:00,0.10927388061391244
2023-09-22 00:00:00+00:00,0.6024099564788366
2023-10-28 00:00:00+00:00,0.6351168877122426
2022-11-30 00:00:00+00:00,0.1072797670576832
2024-04-24 00:00:00+00:00,0.15003782500134835
2023-04-28 00:00:00+00:00,0.22127638964517282
2024-04-24 00:00:00+00:00,0.38343211304580815
2024-09-27 00:00:00+00:00,0.121858195823313
2022-05-31 00:00:00+00:00,0.363240208888408
2023-02-25 00:00:00+00:00,0.2681566241678625
2023-03-24 00:00:00+00:00,0.2589309427437216
2023-05-31 00:00:00+00:00,0.2955529196980861
2023-08-28 00:00:00+00:00,0.11954838746476293
2023-10-28 00:00:00+00:00,0.10867355666095668
2023-02-25 00:00:00+00:00,0.1351130862858626
2024-04-24 00:00:00+00:00,0.13761058423188655
2023-12-29 00:00:00+00:00,0.1374356816738549
2022-11-30 00:00:00+00:00,0.13751668811139495
2022-11-30 00:00:00+00:00,0.11562471497176899
2023-04-28 00:00:00+00:00,0.23579620049731567
2023-08-28 00:00:00+00:00,0.23050165401236847
